;;;;;
RUT CLIENTE;NOMBRE CLIENTE;NOMBRE OBRA;ID OBRA;CORREO CONTACTO;DIRECCION
76440370-3;Constructora Ibanez Barahona Ltda.;PATIO BELLAVISTA LOCAL 71;23096;rodrigo.vasquez@ecibl.cl;PIO NONO  69 l 71
88332900-7;CONSTRUCCIONES Y ESTRUCTORA DEL SOL;PATIO LA REINA;21995;GERARDO@DELSOL.CL;AVDA. LARRAIN 8751
77975170-8;CONSTRUCTORA CAMPODONICO Y COMPANIA LIMITADA;PAVIMENTACION PARTICIPATIVA ANCUD;23998;R.DIEZ.3472@GMAIL.COM;CALLE KURT HARMAN 1041
96538850-8;Sociedad Inmobiliaria Piedra Roja S.A.;Pedro Lira;23462;constructorapiedraroja@gmail.com;Pedro Lira Urquieta 10951
76057203-9;CONSTRUCTORA MAHUIDA Y CIA LTDA.;PETROHUE;27902;j.seco@constructoramahuida.cl;PETROHUE S/N
76068676-K;JAC PRODUCCIONES EIRL;PICHILAGUNA;24096;jacproducciones@yahoo.es;PARCELACION AIRES DEL SUR 55
76959890-1;SIENA CONSTRUCTORA S.A.;PIEDRA ROJA CANQUEN MURO DE CONTENCION;22725;;CANQUEN S/N
76058936-5;CONSTRUCTORA LOS TRAPENSES S.A.;Piedras Blancas 2a Etapa;24486;cbarrenechea@iwood.cl;Cerro La Cruz 10470
13832342-0;ARTURO SEGURA LEIVA;PINTURA CASA HABITACION;24029;;AVENIDA MARTIN PESCADOR 621
4878433-K;FERNANDO ALLIENDE S;PINTURA CASA HABITACION;24251;fernando.alliende@gmail.com;CONDOMINIO LOS ARRAYANES SITIO 81
76356223-9;ALL & PURE FISH SOCIEDAD ANONIMA;Pintura Casa Parcela;28051;evo@gmail.com;Parcela Nº2, parcelacion los Pinos  s/n
6270533-7;MARIO HUMBERTO PUCHI ACUNA;PINTURA FACHADA PUERTO FONCK;24625;rkuschel@holdingpatagonia.cl;FUNDO PUERTO FONCK S/N
77084730-3;MARYUN SEGURIDAD INDUSTRIAL LIMITADA;PINTURA LOCAL;23909;informativo@maryun.cl;PRESIDENTE IBAÑEZ 332
96798210-5;SOSUR S.A;PINTURA SOSUR;23894;;CARLOS IBAÑEZ DEL CAMPO S/N
76121572-8;CONSTRUCTORA CERRO MORENO SUR LTDA;Piscicultura experimental EWOS Colaco;24260;christianminte@cerromorenosur.cl;COLACO KM5
76525290-3;EBCOSUR S.A.;PISCICULTURA HOLLEMBERG;22233;lubina.vargas@ebcosur.cl;RIO HOLLEMBER S/N
9165161-0;CRISTIAN ALEX CONTRERAS MARTINEZ;PISCICULTURA RIO CUDE - CASTRO;23339;;CAMINO AUQUILDA S/N
96899450-6;San Pedro Ingenieria S.A.;Piscina Mina Los Pelambres;21843;;CAMINO MINERA LOS PELAMBRES KM 22
76109300-2;PJD INGENIERIA Y CONSTRUCCION LTDA;PISCINA MUNICIPAL ITALO COMPOSTO;24191;mafoix@gmail.com;LATORRE  750
76109300-2;PJD INGENIERIA Y CONSTRUCCION LTDA;PISCINA MUNICIPAL ITALO COMPOSTO - JDF;24204;mafoix@gmail.com;LA TORRE 750
77812330-4;CONSTRUCTORA E INMOBILIARIA EMCOT LTDA.;PIZARREnO;22456;b.valderrama@gmail.com;CAMINO A MELIPILLA 10803
78914480-K;JUAN SAAVEDRA Y CIA. LTDA.;PIZZA NOSTRA VITACURA;22722;jvillarroel@saared.cl;AVENIDA VITACURA 6763
77873690-k;TUBERIAS Y METALURGICA ALMET LTDA;PLANTA AOKI JBA;23149;aperalta@almet.cl;GALVARINO 9601
76063679-7;ESPINOSA GARCIA Y ARQUITECTOS ASOCIADOS;PLANTA DE MOLIENDA;22021;ramon.yon.c@gmail.com;SENADOR JAIME GUZMAN S/N
8563077-6;CLAUDIA HIDALGO STANDEN;PLANTA DE SALES MINERALES;24218;d.villagra@mecanoltda.cl;Fundo el Castillo Manzana T lote 6, ruta U55 S/N
80207900-1;Claro Vicuna Valenzuela S.A.;Planta Elevadora Aguas Servidas;22484;marcelo.quezada.c@cvv.cl;Bajada al rio 110
88845100-5;AYAGON S.A;PLANTA ELEVADORA DE ENLACE;22652;hvegav@vtr.cl;CRUCE AV.COLON / 5 SUR S/N
96797930-9;Constructora Socovesa Temuco S.A;PLANTA ELEVADORA MAHUIZA;24149;Jcampos@socovesa.cl;Calle los Venados sur  s/N
76128439-8;ING. CONST. Y MONTAJES ROSSCO S.A.;Planta Frigorifico Urcelay;22749;gerencia@rossco.cl;Huerto Begona  s/n
77498380-5;SOCIEDAD MOLINA Y MOLINA LTDA;PLANTA INDUSTRIAL SIBELCO;23131;svalencia@molinstec.cl;CALLE CHORRILLOS UNO PARCELA 9-A
76537184-8;CONSTRUCTORA ING. E INVERSIONES F Y F LIMITADA.;PLANTA MOLDAJES;24771;mauriciofuentealbafyf.cl;PICHIDAMAS KM. 1.7
99541460-0;Termika Camval S.A.;Planta Nestle;21798;rcmpuzano@camval.cl;Vicuna Mackenna 4230
76134648-2;INGENIERIA Y MONTAJES AMBIENTALES SPA;PLANTA SAN IGNACION - PADRE HURTADO;23443;alopez@imaspa.cl;camino melipilla 2106
99541460-0;Termika Camval S.A.;Planta Sart Maricunga;21869;aneirat@camval.cl;Cia. Minera Maricunga, 186 KM al este de copiapo s/n
76343090-1;SOC. SERVIFORMEC LTDA;PLANTA SKRETTING PUERTO MONTT;23983;jorge_triviosorno@lide.cl;camino Pargua s/n
78347770-K;TIERRA REFORZADA S.A;PLANTA TIERRA REFORZADA;23376;fventura@tierrareforzada.cl;El Rosal  4721
76246895-6;MOMENTA CONSTRUCCIONES S.A.;PLANTA VIGAS PREFABRICADAS MOMENTA;24407;sergio.alfaro@momenta.cl;av Santa Rosa  14800
16742835-5;CONSTRUCTORA FELIPE TORREALBA;PLATAFORMA AMD;23159;gtorrealbad@hotmail.com;AVENIDA DEL PARQUE 5275
8976413-0;LUIS ALBERTO SILVA CARVAJAL;PLATAFORMA CALDERA;27938;lsilcar@gmail.com;NUEVA NUEVE  S/N
78223950-3;RVC INGENIERIA Y CONSTRUCCION S A;PLATAFORMAS VISTA ORIENTE;23296;jberrios@rvc.cl;6 1/2 ORIENTE POB. VERGARA 192
76137422-2;S Y B INGENIERIA Y CONSTRUCCION LIMITADA;Plaza del Sol;24628;ALEJANDROASTUDILLO@SYBLIMITADA.CL;Bascuñán Gerrero 222
76089160-6;EMPRESA CONSTRUCTORA ECMOVIAL LTDA;PLAZA SIMON BOLIVAR;22550;;PLAZA SIMON BOLIVAR S/N
77760770-7;CONSTRUCTORA INDICO LTDA.;POLIDEPORTIVO CURICo;22236;rruiz@constructoraindico.cl;AVENIDA ALESSANDRI 1430
77760770-7;CONSTRUCTORA INDICO LTDA.;POLIDEPORTIVO ERCILLA;22392;apizarro@constructoraindico.cl;QUILAPaN 46
96988100-4;INGENIERIA Y CONSTRUCCION PUERTO PRINCIPAL S.A;POLIDEPORTIVO ILLAPEL;22877;gmatta@icpp.cl;MILLAHUE, SAN RAFAEL DE LAS ROSAS S/N
96869030-2;CONSTRUCTORA CUEVAS Y PURCELL S.A.;POLIDEPORTIVO ODESUR;22161;claudiacastillo@cypco.cl;PEDRO DE VALDIVIA (ESTADIO NACIONAL) S/N
84299100-5;EMPRESA CONSTRUCTORA DEL PACIFICO LTDA;POLIVALENTE I ETAPA;23040;cisternasmario@gmail.com;BERNARDO OHIGGINS 232
79870500-8;EMPRESA DE OBRAS VIALES Y CONSTRUCCION LTDA.;PORTAL LA FLORIDA;23743;ijimenez@ovco.cl;AVDA LAS PARCELAS S/N
76107451-2;ABN CONSTRUCCION SOCIEDAD DE RESPONSABILIDAD LTDA.;PORTAL LAS LAGUNAS;24189;;CAMINO VIEJO S/N
76153907-8;INVERSIONES LITA;PORTAL LOS ALMENDROS;22429;;GRAN AVENIDA JOSE MIGUEL CARRERA 4751
76927180-5;CONSTRUCTORA E INMOBILIARIA ALEJANDRO GUTIERREZ ALCAINO E.I.R.L.;PORTAL LOS ALMENDROS;22308;ag.constructora@yahoo.es;GRAN AVENIDA JOSE MIGUEL CARRERA 4751
77999760-k;Lo Campino Constructora Ltda.;Portal Los Maitenes;23871;hulloa@locampino.cl;Los Maitenes  15950
76019523-5;ENSI INGENIERIA Y CONSTRUCCION LTDA.;PORTERIA BODENOR;23845;nrojas@ensi.cl;CAMINO LO BOZA 120
84394000-5;Constructora Inca Ltda.;PORTONES DEL INCA, LO CURRO;22173;constructora.atocha@gmail.com;VIA AURORA 9717
80207900-1;Claro Vicuna Valenzuela S.A.;PORTUARIA GRAL.LAGO GENERAL PTO.IBAÑEZ.;24352;jlarenas@cvv.cl;LAGO GENERAL CARRERA s/n
78269080-9;SERVICIOS NAVALES E INDUSTRIALES LTDA.;POTRERILLOS IV;22524;bcarrasco@senavin.cl;MINERA POTRERILLOS S/N
79540520-8;Constructora Malpo Ltda.;Prados de la Cruz;22192;avallejos@malpo.cl;Bilbao  1740
12751731-2;GERMAN EDUARDO ALVAREZ SALVO;PRECON;23899;guayo1975@gmail.com;CRUCE LOS TAMBORES S/N
76053198-7;Task Limitada;PROCTER & GAMBLE;22820;germanvegaq@gmail.com;TIL TIL 3259
76053198-7;Task Limitada;PROCTER & GAMBLE III;22132;germanvegaq@gmail.com;TIL TIL 3259
76014691-9;SOCIEDAD  INMOBILIARIA E INVERSIONES  SANTO  DOMINGO  LTDA;PROINDAS;21925;juanjo@iisd.cl;CALLE  LOS  OLIVOS 1253
76474906-5;SOCIEDAD P & E EIRL;PROLESUR - OSORNO;26793;ebarria43@hotmail.com;AVENIDAD NUEVA NUEVE S/N
12753893-K;PATRICIA RIVERA CASTRO;PROLESUR OSORNO;24077;ebarria43@hotmail.com;NUEVA NUEVE S/N
12753893-K;PATRICIA RIVERA CASTRO;PROLESUR OSORNO II;26791;ebarria43@hotmail.com;AV NUEVA NUEVE S/N
88582700-4;CONSTRUCTORA RONATO S.A.;PROVIDENCIA PRADOS;22017;jgonzalez@ronato.cl;VALENZUELA CASTILLO - MANUEL MONTT S/N
76389284-0;Constructora Monte K SPA;Proyecto Obra Vista El Valle;24235;esandoval@montek.cl;Camino El Yunque  14381
76057203-9;CONSTRUCTORA MAHUIDA Y CIA LTDA.;PROYECTO RECONSTRUCCION PETROHUE;24465;c.hernandez@constructoramahuida.cl;RUTA V 225 KM. 55
76377649-2;AGUASIN SPA;PROYECTO SALADILLO CODELCO ANDINA;23863;jlastra@aguasin.com;CAMINO PISCICULTIRA S/N
80012700-9;AGUAS INDUSTRIALES LTDA.;PROYECTO SALADILLO CODELCO ANDINA;23486;jlastra@aguasin.com;CAMINO PISCICULTURA / SALADILLO S/N
17955657-k;PABLO ITURRIETA;Proyecto UC - Fondef;23046;;vicuna mackena 4860
76776160-0;SOC.IMPRESOS LLANOS Y LLANOS LTDA.;PUBLICIDAD CLINICA LOS ANDES;23498;IMPRESOSLLANOS@GMAIL.COM;VICENTE PEREZ ROSALES 3311
76114512-6;SERVICIOS MECANIZADOS RIO PUDETO LTDA.;PUENTE CHUYAQUEN;23337;;CAMINO CHUYAQUEN S/N
80207900-1;Claro Vicuna Valenzuela S.A.;PUENTE LEUFUCADE;24773;JSTEINGGER@CVV.CL;EX RUTA 5 SUR KM 772 S/N
76091340-5;Ingenieria y Construccion Muñoz y Salazar Ltda.;PUENTE MOLULCO;24064;sergiosalazar@gmail.com;ruta 5 sur, Puente Molulco y Natri s/n
76606320-9;Constructora Ingetasco Limitada;PUNTA DEL REY - PAPUDO;24011;llevrini@ingetasco.cl;Av Maritima, lote Zep 4D 404
99558680-0;CONSTRUCTORA SOCOVESA SANTIAGO S.A.;PUNTA PIMIENTOS;24621;rdonnay@socovesa.cl;LOS DATILES 6015
89949100-9;CONSTRUCCIONES VIDRIOS Y ALUMINIOS LIMITADA;QUELTEHUES;23227;hhuerta@covialltda.cl;LOS QUELTEHUES, SANTA INES DE MIRAFLORES 60
76019523-5;ENSI INGENIERIA Y CONSTRUCCION LTDA.;QUINCHO CENTRO DE DISTRIBUCION LOGISTICA;23344;nrojas@ensi.cl;BOULEVARD ENEA SN
76361895-1;CONSTRUCCIONES Y ARRIENDO DE MAQUINARIA EDUARDO RAUL PEREZ BERROCAL EIRL;QUINTERO;24657;eduardo@berrocal.cl;SALAS 1201
76361895-1;CONSTRUCCIONES Y ARRIENDO DE MAQUINARIA EDUARDO RAUL PEREZ BERROCAL EIRL;QUINTEROS;26840;;TOMAS ALBA EDISON 515
76440370-3;Constructora Ibanez Barahona Ltda.;RAFAELI;22270;ADQUISICIONES@ECIBL.CL;CONDOMINIO HACIENDA DE CHICUREO S/N
78568830-9;CONSTRUCTORA WORNER SA;RAMPA CLINICA LOS ANDES PUERTO MONTT;23670;;MANUEL MONTT 669 OF 501-502
76779980-2;Sociedad Constructora Francisco Lorca Ltda.;RAMPA VEHICULAR CASAS VIEJAS;23812;oojeda@cfl.cl;Marta Ossa Ruiz 601
77335840-0;GONZALEZ ACKERKNECHT LTDA.;RANCAGUA;22257;bodega1@cyg.cl;MANUEL MONTT 0570
12155185-3;MARCELO HERNAN SILVA ALVAREZ;RECINTO PENITENCIARIO LLANCAHUE - VALDIVIA;24678;edu_mora2006@yahoo.es;RAMON PICARTE - SECTOR LLANCAHUE 4100
12409796-7;Ximena Silva Agurto;Recuperacion de Gastos;28044;;Las Chilcas Poniente 440
5397291-8;JAIME DOMINGUEZ FUENZALIDA;RECUPERACION DE GASTOS;26827;;COLOMBIA 0599
76646780-6;Inmobiliaria Montijo S.A;Recuperacion de Gastos;27914;;Eliodoro Yañez 2962
96701520-2;DOM S.A.;RECUPERACION DE GASTOS;24437;claudia@dom.cl;COLOMBIA 0599
76222790-8;EXTRUAL LIMITADA;RED INCENDIO PARGUA;23491;;SECTOR PARGUA S/N
76186683-4;CONSTRUCTORA MORALES Y LIZAMA LTDA.;refuerzos estructura plaza oeste;22810;j.moralesl@vtr.net;av. americo vespucio 1501
76202154-4;CONSTRUCTORA COFRAN LIMITADA;REFUGIO CENTRAL HIDROELECTRICA SAN ANDRES;23799;lleyton@cofran.cl;Ruta I 45 s/n
76000022-1;INGECOM EIRL;Registro Civil de Quilicura;23591;jcflores@ingecomeirl.cl;Av Bernardo O'higgins  285
76138176-8;PROCOIN INDUSTRIAL SA;REGISTRO CIVIL SAN RAMON;23178;jabarca@grupoprocoin;VICKUnA MACKENNA 1789
76093526-3;CONSTRUCTORA KREA LIMITADA;RELLENO SANITARIO LA LA;23840;rgallegos@constructorakrea.cl;SECTOR LA LAJA S/N
76345678-1;W Estudio Arquitectura Diseño y Construcción SpA;Remanso de Algarrobo;27974;w.estudio.arq@icloud.com;Parcela E, Portal del Sol E
13166781-7;CESAR VILLAGRA;REMODELACION BODEGA;24106;;IMPERIAL 204
76022955-5;Constructora Tocal Ltda.;Remodelacion Casa de moneda Chile;21855;wgajardo@tocal.cl;Avda. Portales 3586
76019523-5;ENSI INGENIERIA Y CONSTRUCCION LTDA.;REMODELACION CASA LEAL;23246;;SENDERO LAS LAGUNAS 2867
76139487-8;LUMINA CHILE SPA;REMODELACIoN EDIF. CONSISTORIAL TIL TIL;22690;jcordova@pixels.cl;ARTURO PRAT 200
76097550-8;CONSTRUCTORA E INMOBILIARIA B Y B LIMITADA;REMODELACION FACHADA LA ARAUCANA;22089;cp.campos@constructorabyb.cl;CHACABUCO 764
88213400-8;EMPRESA CONSTRUCTORA DESCO S.A;REMODELACION HOMMY PLAZA VESPUCIO;22768;ctamayo@desco.cl;AV. LAS PARCELAS 5600
76599520-5;CONSTRUCTORA LNK SPA;REMODELACION PATIO DE COMIDAS MALL PLAZA OESTE;23472;Elianafarias04@gmail.com;AMERICO VESPUCIO 1501
76486440-9;CONSTRUCTORA VICYBAR LTDA;REMODELACION TEATRO VELARDE;27887;egonzalez@vicybar.cl;Anibal Pinto  658
76097550-8;CONSTRUCTORA E INMOBILIARIA B Y B LIMITADA;REMODELACIoN UNIVERSIDAD LA ARAUCANA;22992;cp.campos@constructorabyb.cl;Sazie 1902
70069600-6;CONGREGACION DE LOS HERMANOS MARISTAS;REMODELACIONES TERCERA ETAPA - INSTITUTO ALONSO DE ERCILLA;27919;MAURICIOROS@YAHOO.ES;MATURANA 696
10236961-0;ROBERTO ENRIQUE GRUNWALD ABBOTT;REP.OBRAS CIVILES 2 PISO AREA FAENA FRIVAL;27986;fjorostegui@gmail.com;AVENIDA BALMACEDA 8010
96990200-1;Maestra construcciones s.a;REPARACION ALTO LA PALOMA;24449;gcardenas@dom.cl;Volcan Corcovado 5582
96685980-6;CONSTRUCTORA SAN PEDRO S.A;Reparacion Condomino San Ignacio;22714;claudio.rodriguez@enaco.cl;Ventura Blanco Viel 1320
89244600-8;SOC. CONSTRUCTORA LOS LAGOS;REPARACION EDIFICIO ITATA;23880;nelson.villarroel,m@hotmail.com;IMPERIAL ESQ. ITATA 695
89171600-1;CABANAS DEL LAGO LTDA.;REPARACION FACHADA HOTEL;23993;AVARGAS@HCDL.CL;KLENNER 195
8976413-0;LUIS ALBERTO SILVA CARVAJAL;REPARACION LIEO TeCNICO PROFESIONAL IGNAO;21893;joseraulandrades@yahoo.com;GUAIMeN S/N
76047521-1;SERVICIOS INVERSIONES Y ASESORIAS BIONORTEC LTDA;Reparacion Of. Bionortec;23585;;florida 1351
76375265-8;PERFILES Y TUBOS DE ACERO ALMARZA S.A.;REPOSICION ANDAMIOS TRADICIONALES;24017;eduardo@almarza.cl;Carlos Valdovinos 191
77002380-7;SOC. CONST. E INMOBILIARIA TRIMETAL LTDA;REPOSICION CUARTEL 1a. COMPAÑIA BOMBEROS;24533;ltoloza@trimetal.cl;ALESANDRI - ESQ. BALMACEDA 5
96611980-2;CONSTRUCTORA ANGELMO;REPOSICION ESTADIO ANTONIO VARAS;24393;leonardo.tala.japaz@gmail.com;Poblacion Antonio Varas, Calle Traumen  S/N
96611980-2;CONSTRUCTORA ANGELMO;REPOSICION ESTADIO VIEJOS CRACKS-CHINQUIHUE;24330;francasle@gmail.com;AV.CAMPUS DEL DEPORTE (INTERIOR) S/N
6743346-7;Hugo Holmgren del Pino;Reposición Iglesia Nuestra Señora del Rosario, Pumanque.;24356;pedro.morales.peralta@gmail.com;Cura Cornejo 077
76204860-4;CONSTRUCTORA PROAS LIMITADA;RESTAURACION CASA NATAL VIOLETA PARRA;24377;jdiaz@proas.cl;CALLE EL ROBLE 531
78702530-7;Constructora Pio V Ltda.;Restauracion Edif. Gobernacion Provincial, Los Andes;21859;fdiaz@piov.cl;Santa Rosa 280
78702530-7;Constructora Pio V Ltda.;RESTAURACION EDIFICIO GOBERNACION PROVINCIAL (PILAR CILINDRICO);22770;compras@piov.cl;SANTA ROSA 280
76107451-2;ABN CONSTRUCCION SOCIEDAD DE RESPONSABILIDAD LTDA.;RESTAURACION OFICINA ABN CONSTRUCCION;23702;rurzua@abnconstruccion.cl;ALPES 100
10552868-K;ARIEL RICARDO NUnEZ CARREnO;RESTAURACIoN Y PINTURA FACHADA PALACIO LARRAiN;22248;anunez@anba.cl;MONEDA 1872 - 1898
76375873-7;CONSTRUCTORA CIAPPA SPA.;RESTAURANT RUBAIYAT;23298;mhciappa@ciappa.cl;AV. NUEVA COSTANERA 4031
76083564-1;CONSTRUCTORA V2 SPA;Reubicacion  de Sede Educacion Continua;28009;bcorrea@v2.cl;MIGUEL CLARO 337
76361895-1;CONSTRUCCIONES Y ARRIENDO DE MAQUINARIA EDUARDO RAUL PEREZ BERROCAL EIRL;ROSA AGUSTINA ETAPA III;23271;eduardo@berrocal.cl;Lo Narvaez 5551
10754942-0;EDUARDO RAUL PEREZ BERROCAL;ROSA AGUSTINA II;23269;eduardo@berrocal.cl;Lo Narvaez s/n
76553200-0;inversiones sofrisur s.a;SAAM PUERTO MONTT;23646;;AV. STA.INES 120
76024625-5;CONSTRUCTORA FG LIMITADA;SALA ARTES ESCENICAS ETAPA IV;23142;jaimeruizm2009@hotmail.com;LIBERTAD 420
76024625-5;CONSTRUCTORA FG LIMITADA;SALA ARTES ESCENICAS FACHADA III ETAPA;22517;;LIBERTAD ESQUINA COMPAnIA 1
76202259-1;CONSTRUCTORA CONSTRUCTIVA LTDA.;SALA CUNA AV. NORTE SUR 2;28036;APEREZ@CONSTRUCTIVA.CL;AV. NORTE SUR  2
76202259-1;CONSTRUCTORA CONSTRUCTIVA LTDA.;SALA CUNA CLAUDIO ARRAU;28019;pmartinez@constructiva.cl;CLAUDIO ARRAU ESQUINA QUINTUPEU S/N
76093526-3;CONSTRUCTORA KREA LIMITADA;SALA CUNA LOS ANGELITOS;24136;aperez@constructorakrea.cl;SAN MARTIN S/N
76024625-5;CONSTRUCTORA FG LIMITADA;SALA DE ARTES ESCENICAS III ETAPA;22521;;COMPAnIA ESQUINA LIBERTAD SN
78063650-5;CONSTRUCTORA PROYEKTA LTDA.;SALA DE VENTAS DITEC RAUL LABBE;23830;fmatsuda@proyekta.cl;RAUL LABBE  12981
76043954-1;Const. Juan Carlos Maldonado Muscio E.I.R.L.;Sala Multiuso Colegio André;23923;jcmmuscio@yahoo.es;Principe de Gales  7605
76180060-4;SOCIEDAD DE INGENIERIA ELECTRICA DEL SUR LTDA.;SALA PROCESO-CALETA BAY;24758;ivan.molina@ingelsur.cl;EL TENIENTE  121
76051396-2;ARENADOS INDUSTRIALES SPA;SALMONES MAULLIN;23560;arenadossuperfivor2@gmail.com;CAMINO NUEVA BRAUNAU KM 5
8208663-3;EDUARDO RAMIREZ MORENO;SAN FERNANDO;22548;edoramirez@adsl.tie.cl;CARAMPANGE 483
65028635-9;FUNDACION SAN JOSE CARPINTERO;San Francisco Javier;22902;clopezm@iglesia.cl;Crescente Errazuriz 901
81795100-7;Arzobispado de Santiago;San Francisco Javier;23502;psilva@iglesia.cl                       ;Crescente Errazuriz 901
8705586-8;Carlos Arce Morales;San Francisco Javier;23952;arcehijos@gmail.com;Erasmo Escala  1872
96685980-6;CONSTRUCTORA SAN PEDRO S.A;SAN IGNACIO II;23405;eduardo.bustamante@enaco.cl;San Ignacio 4820
65028635-9;FUNDACION SAN JOSE CARPINTERO;San Jose Carpintero;22894;clopezm@iglesia.cl;crescente Errazuriz 901
77303370-6;INMOBILIARIA Y CONSTRUCTORA LA PATAGUA LTDA.;san juan la calera;26876;;la calera 250
79578400-4;Constructora Armas Ltda.;SAN NICOLAS;23531;fcornejo@empresasarmas.cl;SAN NICOLAS 1372
9165161-0;CRISTIAN ALEX CONTRERAS MARTINEZ;San Rafael 2;23544;alejandro.vasquez@cmcing.org;San Rafael S/N
79578400-4;Constructora Armas Ltda.;SANTA IRENE;24738;elira@empresasarmas.cl;Diagonal Santa Irene 3007
13990675-6;ISMAEL DURAN OLIVARES;SANTA JULIA - PRENSAS RAPIDAS;22015;isdoconstrucciones@gmail.com;Lago Rinuhue 1255
79768480-5;Constructora Brotec Icafal Ltda.;SANTA MARIA DE VALLE GRANDE;22336;ncaracciolli@brotec-icafal.cl;RIO MAULE 2750
79768480-5;Constructora Brotec Icafal Ltda.;Santa Maria de Valle Grande Etapa 4,2 Los Lagos - Lampa;24528;acuadra@brotec-icafal.cl;Calle Rio Maule 2750
79768480-5;Constructora Brotec Icafal Ltda.;SANTA MARIA DEL PEnON ETAPA III;22194;fsotomayor@brotec-icafal.cl;COYANCURA 2283
78546000-6;Ingenieria y Construccion Iza Ltda.;Santa Marta;23342;czarraga@iza.cl;Santa Marta de Huechuraba 7121
86811700-1;CONSTR. PEREZ Y GOMES LTDA.;Santa Rosa;23944;iromero@copergo.cl;Santa rosa  1039
77303370-6;INMOBILIARIA Y CONSTRUCTORA LA PATAGUA LTDA.;SANTA VICTORIA;22069;;MOLINA 215
77303370-6;INMOBILIARIA Y CONSTRUCTORA LA PATAGUA LTDA.;SANTA VICTORIA II;22955;cgamboa@constructoralapatagua.cl;MOLINA 215
9975087-1;LEONARDO JIPOULOU BARRIENTOS;SANTUARIO DE LA LAGUNA;22054;;AV. VOLCAN CHOSHUENCO 4982
76238728-k;TITANIUM CHILE S.A;SAR CESFAM LA UNION;28039;mgonzalez@gmail.com;PADRE HURTADO 570
77967890-3;CONSTRUCTORA KOHN Y SALINAS LTDA.;SAR Renca;28000;vbbekohn@gmail.com;JOSÉ MANUEL BALMACEDA 4012
76083564-1;CONSTRUCTORA V2 SPA;SEDE ODONTOLOGIA UNIVERSIDAD MAYOR;28011;ebergasa@cv2.cl;JOSE TORIBIO MEDINA 26
99504900-7;LEADCOM CHILE S.A.;SEDE SOCIAL PATRICIA - LAS CONDES;21983;efiol@hotmail.com;PATRICIA 9110
76061983-3;INGENIERIA Y PROYECTOS CONSTRUCOM LTDA.;Sede social y jardin infantil villa las americas;22395;proyectos@construcom.cl;Los Olmecas 10660
76119788-6;Constructora D y V Corp. Ltda.;Segunda Avenida;24334;cristian.encina@constructoradv.cl;Segunda Avenida  1245
76246895-6;MOMENTA CONSTRUCCIONES S.A.;SEGUNDA ETAPA COLEGIO CABO DE HORNOS;24320;salvador.correa@momenta.cl;ignacio carrera pinto  14021
76228092-2;SOCIEDAD DE INVERSIONES SERCOMAQ LTDA.;SEGUNDA ETAPA MC ROJAS MAGALLANES;24501;aandrade2000@hotmail.com;rojas magallanes 4302
76221153-K;TRANSPORTES Y GRUAS NELSON CARRASCO LIMITADA.;SENDERO DEL TEPUAL;26787;masotop@novatec.cl;DAGOBERTO GODOY  S/N
78407860-4;INMOBILIARIA LA VInA LIMITADA;SENIORITY DEL CANDIL;23194;blarre@inmobiliarialavina.cl;DEL CANDIL 560
76202259-1;CONSTRUCTORA CONSTRUCTIVA LTDA.;SERVICIO AGUA POTABLE EL MAÑIO;26810;hvalladares@constructiva.cl;CAMINO YERBAS BUENAS EL MAÑIO S/N
76198064-5;PTS;SERVICIO ALIMENTACION BODEGA FARMACIA HOSPITAL TALAGANTE;22452;;Balmaceda 1458
76198064-5;PTS;SERVICIO ALIMENTACION HOSPITAL TALAGANTE;22449;evetorres.pa@gmail.com;Balmaceda 1458
8976413-0;LUIS ALBERTO SILVA CARVAJAL;SERVICIO DE ALIMENTACIoN Y NUTRICIoN CLINICA ALEMANA OSORNO;22218;jpulgarnavarro@gmail.com;BARROS ARANA  1530
76117817-2;Servicios Automotrices Consistorial Ltda.;Serviteca Puente Alto;21845;;Avda. Camilo Henriquez  3522
76049746-0;CONSTRUCTORA EDIMAQ S.A;SILOS;23570;rodrigo.soto@edimaq.cl;Camino Melipilla 9780
76226480-3;CONSTRUCTORA BAUFORM LTDA.;Sisa Brasil, Valparaiso;21952;cfarri@bauform.cl;Brasil 1601
76045366-8;Serv. y Constr. CIS Ltda.;Sistema de Riego tecnificado Codelco Huechún;23728;h.novoa@construccioncis.cl;Km. 45 Ruta 5 Norte  sn
99541460-0;Termika Camval S.A.;SK FLOTACION Y PLAT;23066;rcampuzano@camval.cl;MINERA CASERONES SN
76154943-K;COMERCIAL IMPROMETAL EIRL;SKRETTING - PLANTA OSORNO;24390;imprometal@gmail.com;RUTA 5 SUR 775
76931240-4;MONTAJES Y MAQUINARIAS SAN JAVIER LTDA.;SODIMAC LO ESPEJO;21905;;AVDA. LO ESPEJO 3200
76143708-9;SOLUMAC LTDA.;SOLUMAC;24399;CTRONCOSO@SOLUMAK.CL;EMBAJADOR QUINTANA 4455
96999750-9;INVERSIONES Y ARQUITECTURA INARK S.A.;SONY;21802;gguimpert@inark.cl;AV. KENNEDY 8017
76343090-1;SOC. SERVIFORMEC LTDA;SOPROLE - TORRE 4;24171;carlos.aguila@serviformec.cl;ESTRASBURGO  1242
77341080-1;CONTRUCCIONES Y APLICACIONES CONTRACTAL LTDA;SOPROLE RUKAN;22253;;EL BARRACON 8845
